"subject","object","probability"
"q","alphabetic character","1"
"moralism","axiom","1"
"flat solid","artifact","1"
"functional anatomy","anatomy","1"
"clamatores","animal order","1"
"emmy","accolade","1"
"mill-girl","young woman","1"
"taxi rank","stand","1"
"comity","harmony","1"
"guesswork","estimation","1"
"sycamore","fig tree","1"
"multiplex operation","operation","1"
"atlantic sailfish","sailfish","1"
"lark","american oriole","1"
"shipping office","business office","1"
"shaving foam","foam","1"
"full treatment","entireness","1"
"hand","laborer","1"
"recurvirostridae","bird family","1"
"provera","progestin","1"
"tumor virus","virus","1"
"gripes","hurting","1"
"filefish","plectognath fish","1"
"sugar corn","zea mays","1"
"fish scale","scale","1"
"crown imperial","checkered lily","1"
"myrmidon","follower","1"
"sacrifice","deed","1"
"bunchberry","cornel","1"
"wilding","flora","1"
"feedbag","bag","1"
"frontal","pall","1"
"oriel window","bow window","1"
"cy pres doctrine","regulation","1"
"five dollar bill","bank note","1"
"cd burner","recording equipment","1"
"olibanum","gum","1"
"salicales","plant order","1"
"genus cardamine","dilleniid dicot genus","1"
"long run","time period","1"
"word","spoken language","1"
"pretence","imaging","1"
"midnight","time of day","1"
"sacramental oil","balm","1"
"zanthoxylum fraxineum","prickly ash","1"
"tissue typing","diagnostic assay","1"
"buttress","support","1"
"oenomel","drinkable","1"
"fringe","optical phenomenon","1"
"sexuality","physiological property","1"
"inundation","flock","1"
"profitableness","advantage","1"
"silicate","salt","1"
"tortuousness","distortion","1"
"thyrsus","flower cluster","1"
"cassino","card game","1"
"whiteface","merry andrew","1"
"sporanox","antifungal","1"
"excitement","disturbance","1"
"atrioventricular node","heart muscle","1"
"eyeliner","war paint","1"
"eructation","physiological reaction","1"
"cigarette holder","tube","1"
"populus tremuloides","aspen","1"
"therapeutics","medicine","1"
"dumplings","pasta","1"
"umbilical vesicle","sac","1"
"trunk route","railway line","1"
"elaboration","expansion","1"
"stance","posture","1"
"farmer's lung","alveolitis","1"
"propyl group","radical","1"
"hypotensive","patient","1"
"foster-parent","shielder","1"
"group pteridospermaphyta","taxonomic group","1"
"gum accroides","natural resin","1"
"air search radar","naval radar","1"
"mari","russian","1"
"bird","young lady","1"
"class hymenomycetes","class","1"
"great grandmother","great grandparent","1"
"federal","federal agent","1"
"chabad hasidism","chassidism","1"
"repellant","compound","1"
"plowing","tilling","1"
"family atherinidae","fish family","1"
"psychedelic drug","mind-altering drug","1"
"spearmint oil","flavorer","1"
"eucalyptus maculata citriodora","eucalypt","1"
"japanese linden","linden tree","1"
"equisetum","fern genus","1"
"computational linguist","linguist","1"
"beam scale","balance","1"
"futurology","subject field","1"
"viaticus settlement","liquidation","1"
"cross-dresser","someone","1"
"analphabetism","inability","1"
"nothofagus obliqua","evergreen beech","1"
"malheur wire lettuce","crucifer","1"
"order ophioglossales","plant order","1"
"nightwear","wear","1"
"true bacteria","moneran","1"
"order of the purple heart","ribbon","1"
"batting order","roster","1"
"genus eriobotrya","rosid dicot genus","1"
"border","boundary","1"
"public relations","promotional material","1"
"uniting","combination","1"
"water hole","pool","1"
"phrygian","habitant","1"
"fall guy","victim","1"
"rana clamitans","true frog","1"
"recusal","disqualification","1"
"rubus cuneifolius","blackberry bush","1"
"puncture","mischance","1"
"groschen","austrian monetary unit","1"
"beaked parsley","herb","1"
"tularaemia","zoonosis","1"
"family styracaceae","magnoliopsid family","1"
"beat","recusant","1"
"system","structure","1"
"doctor of arts","doctorate","1"
"energy state","energy","1"
"social insurance","welfare","1"
"lansa","edible fruit","1"
"democrat","advocate","1"
"march","advance","1"
"heather mixture","colouring","1"
"jade green","greenness","1"
"vividness","interestingness","1"
"assenter","responder","1"
"lukewarmness","iciness","1"
"creep","disagreeable person","1"
"cutthroat","liquidator","1"
"real presence","church doctrine","1"
"lemon cheese","preserve","1"
"giant red paintbrush","indian paintbrush","1"
"slip","misadventure","1"
"yearling","placental","1"
"airdock","construction","1"
"map collection","book of facts","1"
"glucosamine","amino","1"
"roll","gait","1"
"bold","typeface","1"
"fluegelhorn","brass","1"
"honorable mention","laurels","1"
"rouge plant","houseplant","1"
"billy","caprine animal","1"
"compost pile","pile","1"
"zooplankton","brute","1"
"spelling checker","lexicon","1"
"trimester","school term","1"
"tender loving care","attention","1"
"inertial guidance system","system","1"
"low blow","vilification","1"
"thoracic outlet syndrome","syndrome","1"
"julian calendar","solar calendar","1"
"national leader","politician","1"
"self-love","pride","1"
"rebel","social reformer","1"
"spinster","unmarried woman","1"
"high bar","exerciser","1"
"divider","person","1"
"spasmolytic","medication","1"
"nooks and crannies","item","1"
"mansion","region","1"
"want","demand","1"
"double-crosser","deceiver","1"
"collect","prayer","1"
"armoracia rusticana","herbaceous plant","1"
"bootee","slipper","1"
"chert","silica","1"
"blastogenesis","agamogenesis","1"
"thrift","subshrub","1"
"product","quantity","1"
"cargo hold","enclosure","1"
"zoloft","selective-serotonin reuptake inhibitor","1"
"suppuration","activity","1"
"toothpick","pick","1"
"home","lodging","1"
"barbeque","rack","1"
"strange quark","quark","1"
"diurnal variation","fluctuation","1"
"slogger","footer","1"
"confession","creed","1"
"rye","whisky","1"
"radio-frequency spectrum","spectrum","1"
"selva","rain forest","1"
"self-fertilisation","fertilisation","1"
"intercom speaker","speaker","1"
"life cycle","development","1"
"rutherford atom","atomic theory","1"
"rum","cards","1"
"earful","rebuke","1"
"catatonia","tone","1"
"golf caddie","attender","1"
"troop movement","movement","1"
"husband","mate","1"
"water boy","supporter","1"
"haastia pulvinaris","herb","1"
"coloring material","material","1"
"showman","person","1"
"conclusion","end","1"
"fakeer","holy person","1"
"sewing-machine stitch","sewing stitch","1"
"muckraker","detractor","1"
"cussedness","perverseness","1"
"sex chromosome","chromosome","1"
"avowal","averment","1"
"cenotaph","monument","1"
"shiah islam","sect","1"
"spike mike","mike","1"
"mantra","shibboleth","1"
"splurge","indulging","1"
"ostrich","flightless bird","1"
"prefiguration","prevision","1"
"prairie wagon","wagon","1"
"salinity","gustatory sensation","1"
"byproduct","consequence","1"
"black man","negro","1"
"flier","ad","1"
"vice chancellor","decision maker","1"
"visitation","tragedy","1"
"pollution","soiling","1"
"vena epigastrica inferior","epigastric vein","1"
"echogram","ikon","1"
"primary care physician","md","1"
"pipe fitter","artificer","1"
"ivorybill","pecker","1"
"duelist","resister","1"
"excuse","line","1"
"pasch","easter","1"
"police","law enforcement agency","1"
"barrage","firing","1"
"intervention","emplacement","1"
"tempest","to-do","1"
"conglobation","sphere","1"
"indigene","soul","1"
"desk officer","officer","1"
"basinet","helmet","1"
"family laniidae","bird family","1"
"belgian sheepdog","sheepdog","1"
"tarantism","chorea","1"
"air base","base of operations","1"
"nonchalance","carefreeness","1"
"mania","major affective disorder","1"
"ogdoad","figure","1"
"honeymoon resort","resort","1"
"adult body","chassis","1"
"break","sprint","1"
"lactobacillus acidophilus","lactobacillus","1"
"plain","dry land","1"
"defalcation","amount of money","1"
"gas maser","maser","1"
"commandership","berth","1"
"offshoot","consequence","1"
"regular tetrahedron","regular convex polyhedron","1"
"weather forecast","forecast","1"
"hypostasis","bodily process","1"
"sabaton","plate armour","1"
"inexperienced person","individual","1"
"matter","written material","1"
"discussion","language","1"
"master bedroom","chamber","1"
"shoat","young mammal","1"
"shoulder bone","bone","1"
"quad","type","1"
"megalonychidae","mammal family","1"
"noble-mindedness","nobility","1"
"by-catch","marine animal","1"
"male genitals","private parts","1"
"proud flesh","granulation","1"
"adapid group","taxonomic group","1"
"top hat","hat","1"
"inflammation","symptom","1"
"paint","coloring material","1"
"rent-rebate","rebate","1"
"rationalisation","defence mechanism","1"
"indicant","communication","1"
"subclavian vein","venous blood vessel","1"
"offence","behavior","1"
"scrapheap","garbage dump","1"
"lifestyle","manner","1"
"shuttle bus","shuttle","1"
"spending","defrayal","1"
"semiautomatic pistol","handgun","1"
"side","region","1"
"vapour pressure","pressure","1"
"estimation","respect","1"
"serax","anxiolytic drug","1"
"salivary duct","duct","1"
"karyoplasm","protoplasm","1"
"overthrow","conclusion","1"
"theanthropism","theological doctrine","1"
"neuroblastoma","metastatic tumor","1"
"valour","courage","1"
"muscari comosum","grape hyacinth","1"
"human waste","excrement","1"
"lowness","grade","1"
"scut work","task","1"
"transportation system","facility","1"
"forgiveness","kindness","1"
"plant cell","cell","1"
"chaperon","shielder","1"
"maple syrup","syrup","1"
"pointed-leaf maple","maple","1"
"capsicum frutescens","pepper","1"
"genus phlomis","asterid dicot genus","1"
"common","tract","1"
"sparkler","diamond","1"
"shelter","lodging","1"
"garbage hauler","hauler","1"
"wax figure","effigy","1"
"acronym","form","1"
"conenose","reduviid","1"
"us postal inspection service","independent agency","1"
"point in time","amount","1"
"scandalmonger","rumourmonger","1"
"chaldaean","semite","1"
"anathema","unpleasant person","1"
"moth mullein","flannel leaf","1"
"motor cortex","cortical area","1"
"stance","attitude","1"
"w","letter of the alphabet","1"
"rubicon","dividing line","1"
"vedanta","hinduism","1"
"porterhouse","beefsteak","1"
"defense lawyer","lawyer","1"
"medical instrument","instrument","1"
"fragrant sumac","sumach","1"
"paperknife","knife","1"
"observation","input","1"
"osmunda clatonia","osmund","1"
"prairie rattlesnake","rattler","1"
"dard","indo-aryan","1"
"foreland","terra firma","1"
"view","appearance","1"
"didanosine","antiviral","1"
"mid-water","water","1"
"brake","brush","1"
"labourite","pol","1"
"sea-level pressure","air pressure","1"
"bride-to-be","betrothed","1"
"risk","probability","1"
"procession","assemblage","1"
"strip mine","mine","1"
"trente-et-quarante","card game","1"
"gambler","mortal","1"
"aster","complex body part","1"
"bookkeeping","accountancy","1"
"obedient plant","physostegia","1"
"genus pecari","mammal genus","1"
"barterer","trader","1"
"caprimulgus carolinensis","caprimulgid","1"
"demotic","new greek","1"
"commandant","military officer","1"
"left field","piece of land","1"
"aery","habitation","1"
"cloister","court","1"
"pyralididae","arthropod family","1"
"orchestration","arranging","1"
"vitamin b2","b vitamin","1"
"overmuchness","abundance","1"
"warner","communicator","1"
"creeper","somebody","1"
"boxing day","public holiday","1"
"model","sort","1"
"alaskan malamute","sled dog","1"
"withholding","subtraction","1"
"sauna","steam bath","1"
"desideratum","necessary","1"
"yielder","somebody","1"
"advertence","heed","1"
"capriccio","piece","1"
"white sale","cut-rate sale","1"
"crank handle","crank","1"
"largo","piece","1"
"order of payment","negotiable instrument","1"
"gyromitra esculenta","gyromitra","1"
"veal cordon bleu","dish","1"
"unpredictability","precariousness","1"
"sporophyte","plant","1"
"agronomist","expert","1"
"parcel","geographical area","1"
"tortoiseshell-cat","felis catus","1"
"salad greens","greens","1"
"prayer meeting","service","1"
"wanderer","program","1"
"yardarm","terminal","1"
"moth miller","moth","1"
"clothes closet","closet","1"
"genus pleurosorus","fern genus","1"
"snafu","foul-up","1"
"genus antidorcas","mammal genus","1"
"genus hipsurus","fish genus","1"
"conclave","meeting","1"
"by-product","effect","1"
"sailor","man","1"
"bummer","effect","1"
"thermoelectricity","electricity","1"
"consumption","t.b.","1"
"short ribs","cut of beef","1"
"descriptivism","school of thought","1"
"folly","fault","1"
"medieval schoolman","bookman","1"
"coke","dope","1"
"fastness","immovability","1"
"paint","coat","1"
"tutee","assimilator","1"
"labor","labor party","1"
"tinker","itinerant","1"
"genus scutigerella","arthropod genus","1"
"muscle","roughneck","1"
"irregularity","dissymmetry","1"
"aureole","light","1"
"fifty dollar bill","bank bill","1"
"preemptive right","preemption","1"
"tower block","tower","1"
"nut and bolt","holdfast","1"
"mickle","large indefinite quantity","1"
"modality","sensation","1"
"affray","run-in","1"
"true senna","senna","1"
"genus iva","asterid dicot genus","1"
"horripilation","inborn reflex","1"
"sentry go","assignment","1"
"channel","tv station","1"
"chomp","eating","1"
"night jessamine","shrub","1"
"tideland","seacoast","1"
"human body","body","1"
"csis","international intelligence agency","1"
"ringleader","instigator","1"
"congenital defect","anomaly","1"
"topper","someone","1"
"infusion","solution","1"
"blueberry root","shrub","1"
"buddha","holy person","1"
"rose bed","bed of flowers","1"
"survival","life","1"
"nb","metal","1"
"omission","linguistic process","1"
"panic button","push button","1"
"purple","chromatic color","1"
"brandy sling","sling","1"
"clasp","prehension","1"
"pipette","measuring device","1"
"titivation","decoration","1"
"spinal anesthetic","anesthetic","1"
"centre of immersion","centre of mass","1"
"semen","liquid body substance","1"
"jungian psychology","psychotherapeutics","1"
"naughtiness","disobedience","1"
"genus selene","fish genus","1"
"handyman","maintenance man","1"
"non-insulin-dependent diabetes","diabetes mellitus","1"
"stumping","candidacy","1"
"french canadian","canadian","1"
"alnus vulgaris","alder","1"
"spotted cranesbill","cranesbill","1"
"tambourine","drum","1"
"anhinga anhinga","darter","1"
"hokan","american-indian language","1"
"private practice","practice","1"
"power unit","emu","1"
"calendar month","period","1"
"siluridae","fish family","1"
